Rk,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,Year,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
292,NBA,1,5,PHO,Alex Len,20.016,C,ua,Maryland,2014,2021,2013,523,19.2,7.8,6,0.8,0.4,1,0.505,0.524,0.332,0.683,20.3,0.097
293,NBA,1,6,NOH,Nerlens Noel,19.083,C-F,us,Kentucky,2015,2021,2013,418,22.3,7.6,6.2,1.1,1.3,1.5,0.548,0.55,0.2,0.652,26,0.134
294,NBA,1,7,SAC,Ben McLemore,20.141,G,us,Kansas,2014,2021,2013,484,22.9,8.9,2.4,1,0.6,0.2,0.417,0.476,0.363,0.776,8.2,0.036
295,NBA,1,8,DET,Kentavious Caldwell-Pope,20.134,G,us,Georgia,2014,2021,2013,598,29.1,11.4,3.1,1.6,1.1,0.2,0.418,0.476,0.355,0.802,31,0.086
296,NBA,1,9,MIN,Trey Burke,20.232,G,us,Michigan,2014,2021,2013,448,22,10.1,1.9,3.3,0.6,0.1,0.412,0.449,0.348,0.806,13,0.063
297,NBA,1,10,POR,CJ McCollum,21.287,G,us,Lehigh,2014,2021,2013,520,31.2,18.8,3.4,3.2,0.9,0.4,0.454,0.486,0.397,0.827,35.9,0.106
298,NBA,1,11,PHI,Michael Carter-Williams,21.266,G,us,Syracuse,2014,2021,2013,391,25.3,10.3,4.4,4.4,1.3,0.5,0.402,0.436,0.255,0.706,6.7,0.032
299,NBA,1,12,OKC,Steven Adams,19.347,C,nz,Pitt,2014,2021,2013,587,26.9,9.6,7.7,1.2,0.9,1,0.591,0.593,0.077,0.548,49.2,0.149
300,NBA,1,13,DAL,Kelly Olynyk,22.075,C-F,ca,Gonzaga,2014,2021,2013,564,22.1,10,5.1,1.9,0.7,0.5,0.478,0.564,0.366,0.781,32.8,0.126
301,NBA,1,14,UTA,Shabazz Muhammad,20.231,F-G,us,UCLA,2014,2018,2013,278,17.2,9,2.8,0.5,0.3,0.1,0.473,0.51,0.319,0.751,8.5,0.085
302,NBA,1,15,MIL,Giannis Antetokounmpo,18.208,F-G,gr,,2014,2021,2013,582,32.5,20.8,9.1,4.5,1.2,1.3,0.531,0.575,0.289,0.717,73.6,0.187
303,NBA,1,16,BOS,Lucas Nogueira,20.341,C,br,,2015,2018,2013,141,12.4,3.2,2.8,0.5,0.6,1,0.632,0.681,0.265,0.64,6,0.165
304,NBA,1,17,ATL,Dennis Schröder,19.29,G,de,,2014,2021,2013,555,26.2,14.3,2.9,4.7,0.8,0.1,0.436,0.474,0.337,0.83,20.4,0.067
305,NBA,1,18,ATL,Shane Larkin,20.273,G,us,Miami (FL),2014,2018,2013,256,19.1,5.5,1.9,2.9,0.9,0.1,0.422,0.454,0.336,0.777,4.4,0.044
306,NBA,1,19,CLE,Sergey Karasev,19.249,G-F,ru,,2014,2016,2013,95,11.7,3,1.5,0.9,0.3,0,0.395,0.489,0.282,0.842,0.8,0.036
307,NBA,1,20,CHI,Tony Snell,21.235,G-F,us,New Mexico,2014,2021,2013,543,22.4,6.4,2.3,1.2,0.5,0.2,0.432,0.483,0.397,0.844,18,0.071
308,NBA,1,21,UTA,Gorgui Dieng,23.166,C,sn,Louisville,2014,2021,2013,546,21.6,7.8,6,1.4,0.8,1,0.501,0.52,0.362,0.792,29.2,0.119
309,NBA,1,22,BRK,Mason Plumlee,23.12,C-F,us,Duke,2014,2021,2013,587,22.1,8.5,6.5,2.4,0.8,0.9,0.579,0.585,0.051,0.572,39.3,0.146
310,NBA,1,23,IND,Solomon Hill,22.107,F,us,Arizona,2014,2021,2013,428,21.9,5.7,3.2,1.5,0.7,0.2,0.39,0.446,0.333,0.798,11.6,0.06
311,NBA,1,24,NYK,Tim Hardaway,21.108,G,us,Michigan,2014,2021,2013,536,26.8,13.8,2.7,1.8,0.6,0.1,0.423,0.491,0.358,0.815,22.7,0.076
312,NBA,1,25,LAC,Reggie Bullock,22.109,G-F,us,UNC,2014,2021,2013,358,21.2,7.5,2.3,1.2,0.6,0.1,0.433,0.496,0.392,0.835,14.2,0.09
313,NBA,1,26,MIN,Andre Roberson,21.211,G-F,us,Colorado,2014,2021,2013,307,22.2,4.5,4,0.9,0.9,0.6,0.473,0.6,0.253,0.468,12.6,0.089
314,NBA,1,27,DEN,Rudy Gobert,21.006,C,fr,,2014,2021,2013,537,29.7,12,11.2,1.4,0.7,2.2,0.645,0.646,0,0.63,73.7,0.222
315,NBA,1,29,OKC,Archie Goodwin,18.319,G,us,Kentucky,2014,2017,2013,165,14.5,6.3,2,1.2,0.4,0.2,0.429,0.484,0.236,0.7,1.1,0.022
316,NBA,2,31,CLE,Allen Crabbe,21.084,G-F,us,California,2014,2020,2013,381,24,9.1,2.8,1.1,0.6,0.3,0.425,0.471,0.387,0.831,13.7,0.072
317,NBA,2,32,OKC,Álex Abrines,19.335,G-F,es,,2017,2019,2013,174,16,5.3,1.4,0.5,0.5,0.1,0.387,0.443,0.368,0.88,5,0.086
318,NBA,2,34,HOU,Isaiah Canaan,22.043,G,us,Murray State,2014,2019,2013,235,20.4,8.1,1.9,1.9,0.6,0.1,0.371,0.404,0.351,0.836,4.3,0.043
319,NBA,2,36,SAC,Ray McCallum,22.021,G,us,Detroit Mercy,2014,2016,2013,154,18.2,6,2,2.4,0.5,0.2,0.408,0.43,0.335,0.711,2.1,0.035
320,NBA,2,38,WAS,Nate Wolters,22.049,G,us,South Dakota State,2014,2018,2013,84,18.8,5.5,2.2,2.5,0.5,0.2,0.423,0.452,0.261,0.635,0.9,0.028
321,NBA,2,39,POR,Jeff Withey,23.118,C,us,Kansas,2014,2018,2013,206,10.1,3.2,2.5,0.3,0.3,0.8,0.525,0.537,0.143,0.716,6.8,0.157
322,NBA,2,44,DAL,Mike Muscala,22.002,F-C,us,Bucknell,2014,2021,2013,389,15.7,6,3.2,0.9,0.3,0.5,0.458,0.549,0.368,0.847,14.5,0.114
323,NBA,2,46,UTA,Erick Green,22.055,G,us,Virginia Tech,2015,2016,2013,52,8.7,3.1,0.7,0.8,0.3,0,0.377,0.415,0.288,0.857,0.1,0.011
324,NBA,2,47,ATL,Raul Neto,21.044,G,br,,2016,2021,2013,311,15.2,5.5,1.5,1.9,0.6,0.1,0.452,0.494,0.381,0.806,8.1,0.082
325,NBA,2,48,LAL,Ryan Kelly,22.085,F,us,Duke,2014,2017,2013,163,19.2,6,3.1,1.3,0.5,0.5,0.378,0.416,0.316,0.797,3,0.046
326,NBA,2,50,ATL,James Ennis,23.002,F,us,Cal State Long Beach,2015,2021,2013,388,20.5,6.7,3.3,1,0.6,0.3,0.457,0.534,0.36,0.797,16.1,0.097
327,NBA,2,52,MIN,Lorenzo Brown,22.311,G,us,NC State,2014,2019,2013,103,11.5,2.8,1.5,1.8,0.6,0.1,0.364,0.453,0.17,0.707,-0.2,-0.007
328,NBA,2,55,MEM,Joffrey Lauvergne,21.276,C-F,fr,,2015,2018,2013,208,13.6,5.6,3.8,0.9,0.3,0.2,0.479,0.52,0.285,0.719,5.2,0.089
329,NBA,1,1,NOH,Anthony Davis,19.114,F-C,us,Kentucky,2013,2021,2012,557,34.4,23.9,10.3,2.3,1.4,2.4,0.515,0.535,0.313,0.799,86.2,0.216
330,NBA,1,2,CHA,Michael Kidd-Gilchrist,18.28,F,us,Kentucky,2013,2020,2012,446,24.6,8.4,5.4,1.2,0.7,0.7,0.474,0.481,0.272,0.715,21,0.092
331,NBA,1,3,WAS,Bradley Beal,19.005,G,us,Florida,2013,2021,2012,600,34.6,21.9,4,4,1.1,0.4,0.456,0.498,0.377,0.821,47,0.108
332,NBA,1,4,CLE,Dion Waiters,20.206,G,us,Syracuse,2013,2020,2012,419,28.2,13.1,2.6,2.8,0.9,0.3,0.412,0.444,0.346,0.694,8.8,0.036
333,NBA,1,5,SAC,Thomas Robinson,21.109,F,us,Kansas,2013,2017,2012,313,13.4,4.9,4.8,0.6,0.5,0.4,0.47,0.472,0,0.505,4.6,0.053
334,NBA,1,6,POR,Damian Lillard,21.354,G,us,Weber State,2013,2021,2012,674,36.3,24.6,4.2,6.6,1,0.3,0.437,0.486,0.373,0.893,90.1,0.177
335,NBA,1,7,GSW,Harrison Barnes,20.034,F,us,UNC,2013,2021,2012,670,31.6,13.9,5.1,1.8,0.7,0.2,0.452,0.484,0.377,0.8,38.5,0.087
336,NBA,1,8,TOR,Terrence Ross,21.149,F-G,us,Washington,2013,2021,2012,607,25,11.4,2.9,1.2,0.9,0.3,0.419,0.476,0.367,0.835,23.2,0.073
337,NBA,1,9,DET,Andre Drummond,18.327,C,us,UConn,2013,2021,2012,637,30.8,14.6,13.7,1.4,1.4,1.5,0.538,0.544,0.135,0.47,62.2,0.152
338,NBA,1,10,NOH,Austin Rivers,19.336,G,us,Duke,2013,2021,2012,580,24.4,9,2.1,2.3,0.7,0.2,0.417,0.464,0.347,0.646,12.2,0.041
339,NBA,1,11,POR,Meyers Leonard,20.127,C-F,us,Illinois,2013,2021,2012,447,16,5.6,3.9,0.9,0.2,0.3,0.482,0.549,0.39,0.809,15.5,0.104
340,NBA,1,12,HOU,Jeremy Lamb,20.034,G-F,us,UConn,2013,2021,2012,517,21.2,10.4,3.7,1.6,0.7,0.4,0.444,0.498,0.344,0.858,25.6,0.112
341,NBA,1,13,PHO,Kendall Marshall,20.319,G,us,UNC,2013,2016,2012,160,19.3,5,1.6,4.9,0.7,0.1,0.399,0.422,0.37,0.611,1,0.015
342,NBA,1,14,MIL,John Henson,21.188,C-F,us,UNC,2013,2020,2012,445,19.7,7.6,5.3,1.1,0.5,1.4,0.54,0.549,0.25,0.568,20.7,0.113
343,NBA,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. John's,2013,2021,2012,567,22.9,7,3.6,0.9,1,0.7,0.476,0.547,0.323,0.62,22.2,0.082
344,NBA,1,17,DAL,Tyler Zeller,22.168,F-C,us,UNC,2013,2020,2012,414,17.5,6.9,4.4,0.9,0.3,0.6,0.508,0.512,0.286,0.764,17.1,0.113
345,NBA,1,18,HOU,Terrence Jones,20.176,F,us,Kentucky,2013,2019,2012,234,23.8,10.4,5.7,1,0.6,1.2,0.501,0.539,0.297,0.621,14.7,0.127
346,NBA,1,19,ORL,Andrew Nicholson,22.208,F,ca,St. Bonaventure,2013,2017,2012,285,14.3,6,3,0.4,0.3,0.3,0.467,0.498,0.321,0.773,3.8,0.045
347,NBA,1,20,DEN,Evan Fournier,19.247,G-F,fr,,2013,2021,2012,559,28.5,14.3,2.8,2.6,0.9,0.1,0.449,0.502,0.377,0.806,26,0.078
348,NBA,1,21,BOS,Jared Sullinger,20.121,F,us,Ohio State,2013,2017,2012,269,24.3,10.8,7.5,1.8,0.7,0.6,0.436,0.476,0.272,0.723,15.3,0.113
349,NBA,1,23,ATL,John Jenkins,21.12,G,us,Vanderbilt,2013,2019,2012,171,12.8,5,1.5,0.8,0.2,0.1,0.441,0.503,0.367,0.847,3,0.065
350,NBA,1,24,CLE,Jared Cunningham,21.043,G,us,Oregon State,2013,2016,2012,84,7.2,2.3,0.7,0.5,0.3,0,0.347,0.369,0.306,0.674,0.2,0.017
351,NBA,1,25,MEM,Tony Wroten,19.081,G,us,Washington,2013,2016,2012,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021
352,NBA,1,26,IND,Miles Plumlee,23.306,C-F,us,Duke,2013,2019,2012,346,16.4,4.9,4.5,0.5,0.4,0.7,0.542,0.542,,0.543,10.6,0.09
353,NBA,1,27,MIA,Arnett Moultrie,21.228,F,us,Mississippi State,2013,2014,2012,59,12.4,3.6,3.1,0.2,0.4,0.2,0.547,0.547,,0.667,1.7,0.113
354,NBA,1,28,OKC,Perry Jones,20.283,F,us,Baylor,2013,2015,2012,143,11.7,3.4,1.8,0.4,0.3,0.2,0.42,0.466,0.293,0.66,1.7,0.048
355,NBA,1,29,CHI,Marquis Teague,19.125,G,us,Kentucky,2013,2018,2012,91,10,2.4,1,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045
356,NBA,1,30,GSW,Festus Ezeli,22.256,C,ng,Vanderbilt,2013,2016,2012,170,14.1,4.2,4.3,0.4,0.3,1,0.513,0.513,,0.557,5.9,0.119
357,NBA,2,31,CHA,Jeffery Taylor,23.042,F,se,Vanderbilt,2013,2015,2012,132,19.4,6.1,2,0.8,0.5,0.2,0.409,0.458,0.319,0.665,1.3,0.024
358,NBA,2,32,WAS,Tomáš Satoranský,20.247,G,cz,,2017,2021,2012,327,23.3,7.5,3,4.2,0.9,0.2,0.476,0.526,0.369,0.824,16.6,0.105
359,NBA,2,33,CLE,Bernard James,27.148,C,us,Florida State,2013,2015,2012,92,8.3,2.2,2.3,0.1,0.2,0.7,0.497,0.507,0,0.68,1.9,0.117
360,NBA,2,34,CLE,Jae Crowder,21.363,F,us,Marquette,2013,2021,2012,663,24.9,9.6,4.2,1.6,1,0.3,0.419,0.513,0.344,0.777,35.6,0.103
361,NBA,2,35,GSW,Draymond Green,22.122,F,us,Michigan State,2013,2021,2012,632,28.4,8.8,6.9,5.3,1.4,1,0.435,0.508,0.315,0.713,47.8,0.128
362,NBA,2,36,SAC,Orlando Johnson,23.115,G,us,UC Santa Barbara,2013,2016,2012,103,10.8,3.2,1.7,0.7,0.2,0.1,0.358,0.398,0.311,0.727,1.4,0.059
363,NBA,2,37,TOR,Quincy Acy,21.271,F-C,us,Baylor,2013,2019,2012,337,16,4.9,3.5,0.6,0.4,0.4,0.444,0.506,0.35,0.759,8.7,0.078
364,NBA,2,38,DEN,Quincy Miller,19.227,F,us,Baylor,2013,2015,2012,69,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003
365,NBA,2,39,DET,Khris Middleton,20.326,F-G,us,Texas A&M,2013,2021,2012,579,31.7,16.7,4.8,3.6,1.2,0.2,0.46,0.493,0.396,0.878,44.8,0.117
366,NBA,2,40,POR,Will Barton,21.179,G,us,Memphis,2013,2021,2012,552,25.1,11.2,4.2,2.6,0.8,0.4,0.433,0.478,0.352,0.786,22.9,0.079
367,NBA,2,41,POR,Tyshawn Taylor,22.083,G,us,Kansas,2013,2014,2012,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088
368,NBA,2,42,MIL,Doron Lamb,20.24,G,us,Kentucky,2013,2014,2012,100,12.7,3.5,1,0.8,0.2,0,0.381,0.372,0.394,0.7,0.1,0.005
369,NBA,2,43,ATL,Mike Scott,23.353,F,us,Virginia,2013,2021,2012,547,16.6,6.8,3.1,0.9,0.3,0.1,0.454,0.523,0.363,0.757,16.7,0.089
370,NBA,2,44,DET,Kim English,23.283,G,us,Missouri,2013,2013,2012,41,9.9,2.9,0.9,0.6,0.4,0.1,0.375,0.452,0.28,0.724,0.2,0.021
371,NBA,2,45,PHI,Justin Hamilton,22.094,C,us,LSU,2014,2017,2012,113,17.4,6.1,3.6,0.8,0.5,0.6,0.464,0.56,0.309,0.798,3.7,0.091
372,NBA,2,46,NOH,Darius Miller,22.105,F,us,Kentucky,2013,2021,2012,271,19.8,5.9,1.6,1.4,0.5,0.2,0.419,0.5,0.383,0.84,6.5,0.059
373,NBA,2,48,NYK,Kostas Papanikolaou,21.338,F,gr,,2015,2016,2012,69,15.8,3.6,2.3,1.5,0.6,0.3,0.354,0.416,0.297,0.688,0.3,0.015
374,NBA,2,49,ORL,Kyle O'Quinn,22.1,F-C,us,Norfolk State,2013,2020,2012,472,14.2,5.4,4.6,1.4,0.4,1,0.517,0.539,0.218,0.74,17.8,0.128
375,NBA,2,53,LAC,Furkan Aldemir,20.329,F-C,tr,,2015,2015,2012,41,13.2,2.3,4.3,0.7,0.4,0.4,0.513,0.548,0,0.481,1.4,0.122
376,NBA,2,54,PHI,Tornike Shengelia,20.272,F,ge,,2013,2014,2012,45,5.5,1.3,0.9,0.4,0.1,0,0.451,0.512,0.125,0.5,-0.2,-0.032
377,NBA,2,58,MIN,Robbie Hummel,23.118,F,us,Purdue,2014,2015,2012,98,14.3,3.9,2.7,0.5,0.3,0.1,0.418,0.469,0.343,0.867,1.9,0.066
378,NBA,2,60,LAL,Robert Sacre,23.028,C,us,Gonzaga,2013,2016,2012,189,14.5,4.2,3.1,0.7,0.3,0.6,0.436,0.437,0,0.671,2.4,0.042
379,NBA,1,1,CLE,Kyrie Irving,19.096,G,au,Duke,2012,2021,2011,576,33.9,22.8,3.8,5.8,1.3,0.4,0.469,0.505,0.389,0.881,67.6,0.166
380,NBA,1,2,MIN,Derrick Williams,20.034,F,us,Arizona,2012,2018,2011,428,20.7,8.9,4,0.7,0.5,0.3,0.434,0.484,0.3,0.71,14.1,0.076
381,NBA,1,3,UTA,Enes Kanter,19.038,C,ch,,2012,2021,2011,705,22.1,11.6,7.9,0.9,0.4,0.5,0.548,0.554,0.285,0.776,50.7,0.157
382,NBA,1,4,CLE,Tristan Thompson,20.107,F-C,ca,Texas,2012,2021,2011,669,27.7,9.3,8.7,1,0.5,0.7,0.518,0.52,0.257,0.61,45.8,0.119
383,NBA,1,5,TOR,Jonas Valančiūnas,19.052,C,lt,,2013,2021,2011,614,25.5,12.8,9.2,1,0.4,1,0.564,0.575,0.36,0.779,58.8,0.18
384,NBA,1,6,WAS,Jan Veselý,21.065,F,cz,,2012,2014,2011,162,15.2,3.6,3.5,0.6,0.7,0.5,0.521,0.523,0,0.408,4,0.078
385,NBA,1,7,SAC,Bismack Biyombo,18.303,C-F,cd,,2012,2021,2011,694,20.3,5.1,6.2,0.6,0.3,1.3,0.526,0.526,0,0.566,27.5,0.094
386,NBA,1,8,DET,Brandon Knight,19.208,G,us,Kentucky,2012,2020,2011,446,29.5,14.1,3.1,4,0.9,0.2,0.411,0.445,0.353,0.806,11.5,0.042
387,NBA,1,9,CHA,Kemba Walker,21.051,G,us,UConn,2012,2021,2011,700,33.7,19.8,3.8,5.4,1.3,0.4,0.418,0.454,0.359,0.84,57.1,0.116
388,NBA,1,10,MIL,Jimmer Fredette,22.123,G,us,BYU,2012,2019,2011,241,13.3,6,1,1.4,0.4,0,0.409,0.434,0.372,0.879,2.2,0.033
389,NBA,1,11,GSW,Klay Thompson,21.14,G-F,us,Washington State,2012,2019,2011,615,33.1,19.5,3.5,2.3,0.9,0.5,0.459,0.491,0.419,0.848,46.8,0.11
390,NBA,1,12,UTA,Alec Burks,19.343,G,us,Colorado,2012,2021,2011,539,22.2,10.5,3.3,1.9,0.7,0.2,0.421,0.442,0.371,0.796,19.6,0.079
391,NBA,1,13,PHO,Markieff Morris,21.299,F,us,Kansas,2012,2021,2011,693,25,11.1,5.3,1.6,0.8,0.5,0.447,0.484,0.341,0.777,26.8,0.074
392,NBA,1,14,HOU,Marcus Morris,21.299,F,us,Kansas,2012,2021,2011,658,27,12.2,4.6,1.5,0.7,0.3,0.435,0.473,0.377,0.762,33.6,0.091
393,NBA,1,15,IND,Kawhi Leonard,19.364,F,us,San Diego State,2012,2021,2011,571,31.3,19.3,6.4,2.9,1.8,0.6,0.494,0.536,0.384,0.857,82.6,0.222
394,NBA,1,16,PHI,Nikola Vučević,20.247,C,ch,USC,2012,2021,2011,662,30.6,16.8,10.3,2.7,0.9,0.9,0.497,0.517,0.359,0.756,54.2,0.129
395,NBA,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Tech,2012,2021,2011,461,24.9,7.2,3.3,1.8,1.1,0.3,0.391,0.438,0.337,0.764,12.9,0.054
396,NBA,1,18,WAS,Chris Singleton,21.219,F,us,Florida State,2012,2014,2011,148,17.6,4.1,3.2,0.6,0.8,0.4,0.376,0.4,0.319,0.633,2.3,0.042
397,NBA,1,19,CHA,Tobias Harris,18.347,F,us,Tennessee,2012,2021,2011,673,31,16.2,6.1,2.2,0.8,0.5,0.475,0.516,0.367,0.826,52.2,0.12
398,NBA,1,20,MIN,Donatas Motiejūnas,20.281,F-C,lt,,2013,2019,2011,251,18.2,7.3,3.8,1.1,0.5,0.3,0.469,0.529,0.3,0.597,7.1,0.075
399,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke,2012,2013,2011,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047
400,NBA,1,22,DEN,Kenneth Faried,21.221,F-C,us,Morehead State University,2012,2019,2011,478,24.5,11.4,8.1,1,0.7,0.8,0.546,0.55,0.222,0.654,38.8,0.159
401,NBA,1,23,HOU,Nikola Mirotić,20.137,F,me,,2015,2019,2011,319,24.2,12.3,5.9,1.3,0.8,0.7,0.423,0.502,0.359,0.808,20.8,0.129
402,NBA,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,2012,2021,2011,622,25,12.6,2.9,4.3,0.7,0.1,0.429,0.468,0.348,0.855,32.7,0.101
403,NBA,1,25,BOS,MarShon Brooks,22.153,G-F,us,Providence,2012,2019,2011,200,17.3,8,2.1,1.4,0.6,0.2,0.447,0.478,0.345,0.751,3.3,0.046
404,NBA,1,26,DAL,Jordan Hamilton,20.265,G-F,us,Texas,2012,2016,2011,151,13.9,5.9,2.8,0.8,0.5,0.2,0.408,0.451,0.357,0.67,3,0.069
405,NBA,1,28,CHI,Norris Cole,22.258,G,us,Cleveland State University,2012,2017,2011,360,22.3,7,2,2.7,0.8,0.1,0.407,0.436,0.324,0.743,3,0.018
406,NBA,1,29,SAS,Cory Joseph,19.312,G,ca,Texas,2012,2021,2011,660,21.9,7,2.6,2.9,0.8,0.2,0.443,0.48,0.333,0.773,25.9,0.086
407,NBA,1,30,CHI,Jimmy Butler,21.287,F-G,us,Marquette,2012,2021,2011,629,33.1,17.4,5.2,4,1.6,0.5,0.457,0.492,0.325,0.838,83.7,0.193
408,NBA,2,31,MIA,Bojan Bogdanović,22.071,G-F,ba,,2015,2021,2011,526,28.8,14.4,3.5,1.5,0.6,0.1,0.456,0.508,0.392,0.861,26.9,0.085
409,NBA,2,33,DET,Kyle Singler,23.055,F,us,Duke,2013,2018,2011,356,21.9,6.5,2.9,0.8,0.6,0.3,0.418,0.458,0.362,0.786,10,0.062
410,NBA,2,34,WAS,Shelvin Mack,21.067,G,us,Butler,2012,2019,2011,456,18.4,6.6,2,3.1,0.7,0.1,0.423,0.47,0.33,0.731,10.3,0.059
411,NBA,2,36,NJN,Jordan Williams,20.26,F,us,Maryland,2012,2012,2011,43,14.8,4.6,3.6,0.3,0.5,0.3,0.507,0.507,,0.652,1.3,0.101
412,NBA,2,38,HOU,Chandler Parsons,22.246,F,us,Florida,2012,2020,2011,440,30.1,12.7,4.5,2.7,0.9,0.3,0.462,0.521,0.373,0.713,28.9,0.105
413,NBA,2,39,CHA,Jeremy Tyler,20.007,C,us,,2012,2014,2011,104,9.9,3.6,2.6,0.2,0.2,0.4,0.45,0.451,0,0.557,0.3,0.014
414,NBA,2,40,MIL,Jon Leuer,22.045,F,us,Wisconsin,2012,2019,2011,377,15.8,6.4,3.8,0.8,0.4,0.3,0.484,0.52,0.328,0.767,13.2,0.107
415,NBA,2,41,LAL,Darius Morris,20.176,G,us,Michigan,2012,2015,2011,132,11.1,3.3,1,1.4,0.3,0,0.384,0.416,0.322,0.63,-0.3,-0.01
416,NBA,2,42,IND,Dāvis Bertāns,18.227,F,lv,,2017,2021,2011,323,19.6,8.5,2.8,1.1,0.5,0.4,0.433,0.518,0.409,0.858,15.6,0.118
417,NBA,2,44,GSW,Charles Jenkins,22.12,G,us,Hofstra,2012,2013,2011,110,12.1,3.7,0.9,1.9,0.4,0.1,0.434,0.449,0.182,0.754,0.5,0.017
418,NBA,2,45,NOH,Josh Harrellson,22.136,C,us,Kentucky,2012,2014,2011,75,11.8,3.5,3,0.3,0.4,0.5,0.438,0.497,0.347,0.629,2.1,0.116
419,NBA,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,2012,2016,2011,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0,0.003
420,NBA,2,50,PHI,Lavoy Allen,22.144,F-C,us,Temple,2012,2017,2011,388,17.8,4.8,4.8,1,0.3,0.6,0.471,0.474,0.133,0.682,13.8,0.096
421,NBA,2,53,ORL,DeAndre Liggins,23.089,G,us,Kentucky,2012,2018,2011,177,10.8,2,1.4,0.7,0.6,0.2,0.402,0.432,0.352,0.549,1.6,0.04
422,NBA,2,55,BOS,E'Twaun Moore,22.123,G-F,us,Purdue,2012,2021,2011,595,21,7.9,2,1.8,0.7,0.2,0.454,0.488,0.388,0.739,14.7,0.056
423,NBA,2,60,SAC,Isaiah Thomas,22.141,G,us,Washington,2012,2021,2011,528,28.8,18.1,2.4,4.9,0.9,0.1,0.435,0.482,0.363,0.872,45.2,0.142
424,NBA,1,1,WAS,John Wall,19.296,G,us,Kentucky,2011,2021,2010,613,35.6,19.1,4.3,9.1,1.7,0.7,0.431,0.457,0.323,0.779,44.3,0.097
425,NBA,1,2,PHI,Evan Turner,21.245,G,us,Ohio State,2011,2020,2010,705,26.9,9.7,4.6,3.5,0.8,0.3,0.434,0.458,0.294,0.782,20.2,0.051
426,NBA,1,3,NJN,Derrick Favors,18.349,F-C,us,Georgia Tech,2011,2021,2010,743,24.8,10.9,7.2,1.1,0.8,1.2,0.534,0.543,0.205,0.664,58.2,0.152
427,NBA,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse,2011,2019,2010,609,22.1,7,3.2,1.1,0.8,0.7,0.404,0.46,0.337,0.741,10.7,0.038
428,NBA,1,5,SAC,DeMarcus Cousins,19.32,C-F,us,Kentucky,2011,2021,2010,600,31.2,20.5,10.6,3.2,1.4,1.2,0.459,0.477,0.333,0.736,45,0.115
429,NBA,1,6,GSW,Ekpe Udoh,23.041,C-F,us,Baylor,2011,2019,2010,384,14.8,3.5,2.9,0.7,0.5,1.1,0.453,0.455,0,0.718,10.4,0.088
430,NBA,1,7,DET,Greg Monroe,20.025,C-F,us,Georgetown,2011,2019,2010,632,27.7,13.2,8.3,2.1,1.1,0.6,0.514,0.515,0.059,0.704,49.7,0.136
431,NBA,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest,2011,2021,2010,710,24.9,7.5,6,1.2,1,0.6,0.42,0.467,0.333,0.746,27.6,0.075
432,NBA,1,9,UTA,Gordon Hayward,20.098,F-G,us,Butler,2011,2021,2010,685,31,15.6,4.5,3.5,1,0.4,0.453,0.491,0.37,0.825,57.3,0.129
433,NBA,1,10,IND,Paul George,20.058,F,us,Fresno State,2011,2021,2010,701,33.5,20.2,6.4,3.5,1.7,0.4,0.436,0.473,0.384,0.848,75.1,0.153
434,NBA,1,11,NOH,Cole Aldrich,21.241,C,us,Kansas,2011,2018,2010,339,10,3.1,3.3,0.5,0.4,0.7,0.527,0.527,,0.738,9.6,0.135
435,NBA,1,12,MEM,Xavier Henry,19.106,G,be,Kansas,2011,2015,2010,185,15.7,5.7,1.9,0.6,0.5,0.1,0.406,0.419,0.325,0.635,0.8,0.013
436,NBA,1,13,TOR,Ed Davis,21.024,F,us,UNC,2011,2021,2010,690,19.6,6.2,6.6,0.8,0.5,0.8,0.566,0.567,0,0.585,42.8,0.151
437,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,Kentucky,2011,2021,2010,717,20.7,6.6,3.9,1,0.5,0.4,0.447,0.501,0.369,0.755,31.6,0.102
438,NBA,1,15,MIL,Larry Sanders,21.22,C-F,us,VCU,2011,2017,2010,238,19.5,6.4,5.7,0.7,0.6,1.8,0.48,0.481,0,0.553,10.3,0.107
439,NBA,1,16,MIN,Luke Babbitt,21.009,F,us,Nevada,2011,2018,2010,381,14,4.8,2.2,0.6,0.2,0.2,0.408,0.417,0.402,0.747,7.2,0.065
