Rk,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,Year,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
145,NBA,2,37,BOS,Semi Ojeleye,22.205,F,us,SMU,2018,2021,2017,249,14.6,3.4,2.1,0.5,0.3,0.1,0.393,0.469,0.352,0.701,4.9,0.064
146,NBA,2,38,CHI,Jordan Bell,22.172,F,us,Oregon,2018,2021,2017,159,12.1,3.7,3.1,1.3,0.4,0.8,0.554,0.57,0.2,0.638,4.9,0.122
147,NBA,2,39,PHI,Jawun Evans,20.336,G,us,Oklahoma State,2018,2019,2017,56,15.1,4.2,1.7,2,0.7,0.1,0.345,0.367,0.263,0.776,-0.4,-0.022
148,NBA,2,40,NOP,Dwayne Bacon,21.302,G,us,Florida State,2018,2021,2017,199,19.1,7.1,2.5,1.1,0.5,0.1,0.403,0.436,0.322,0.783,0.9,0.011
149,NBA,2,41,ATL,Tyler Dorsey,21.13,G,us,Oregon,2018,2019,2017,104,16.1,6.7,2.3,1.3,0.3,0.1,0.389,0.429,0.35,0.669,1,0.03
150,NBA,2,42,UTA,Thomas Bryant,19.331,C,us,Indiana,2018,2021,2017,143,20.9,10.7,6,1.4,0.4,0.9,0.6,0.665,0.362,0.748,10.5,0.169
151,NBA,2,43,HOU,Isaiah Hartenstein,19.053,F,us,,2019,2021,2017,95,10.7,4.1,3.3,0.9,0.4,0.7,0.579,0.6,0.25,0.667,3.1,0.147
152,NBA,2,44,NYK,Damyean Dotson,23.053,G,us,Oregon,2018,2021,2017,204,19.9,7.5,2.5,1.5,0.5,0.1,0.415,0.485,0.347,0.713,3.1,0.037
153,NBA,2,45,HOU,Dillon Brooks,21.157,F-G,ca,Oregon,2018,2021,2017,232,28.1,13.8,3,1.9,0.9,0.3,0.42,0.458,0.354,0.795,3.5,0.026
154,NBA,2,46,PHI,Sterling Brown,22.138,G,us,SMU,2018,2021,2017,215,17.7,5.9,3.4,1.1,0.6,0.2,0.426,0.486,0.374,0.781,5.9,0.074
155,NBA,2,48,MIL,Sindarius Thornwell,22.225,G,us,South Carolina,2018,2021,2017,153,10.3,2.5,1.3,0.6,0.4,0.2,0.414,0.44,0.348,0.672,1,0.031
156,NBA,2,49,DEN,Vlatko Čančar,20.078,F,si,,2020,2021,2017,49,4.7,1.4,0.9,0.3,0.2,0.1,0.424,0.6,0.241,0.917,0.2,0.041
157,NBA,2,51,DEN,Monte Morris,22.001,G,us,Iowa State,2018,2021,2017,202,23.7,9.8,2.1,3.5,0.8,0.2,0.478,0.519,0.392,0.815,12.9,0.129
158,NBA,2,52,NOP,Edmond Sumner,21.179,G,us,Xavier,2018,2021,2017,105,13.9,5.7,1.5,1.1,0.6,0.2,0.474,0.554,0.327,0.718,1.9,0.064
159,NBA,2,53,BOS,Kadeem Allen,24.164,G,us,Arizona,2018,2020,2017,47,13.6,5.5,1.5,2.3,0.5,0.2,0.435,0.472,0.349,0.757,1,0.075
160,NBA,1,1,PHI,Ben Simmons,19.343,G-F,au,LSU,2018,2021,2016,269,34,16,8.1,7.8,1.7,0.7,0.559,0.563,0.147,0.596,29.6,0.155
161,NBA,1,2,LAL,Brandon Ingram,18.299,F,us,Duke,2017,2021,2016,311,32.6,17.8,5.1,3.5,0.7,0.6,0.461,0.495,0.366,0.755,14.7,0.07
162,NBA,1,3,BOS,Jaylen Brown,19.247,F-G,us,California,2017,2021,2016,337,27.7,15.1,4.7,1.8,0.9,0.4,0.473,0.527,0.378,0.699,18.9,0.097
163,NBA,1,4,PHO,Dragan Bender,18.223,F,ba,,2017,2020,2016,187,20.1,5.4,3.9,1.3,0.3,0.6,0.399,0.518,0.323,0.654,0.5,0.006
164,NBA,1,5,MIN,Kris Dunn,22.103,G,us,Providence,2017,2021,2016,230,24.2,8.2,3.3,4.1,1.5,0.4,0.42,0.454,0.305,0.727,3.7,0.032
165,NBA,1,6,NOP,Buddy Hield,23.194,G,bs,Oklahoma,2017,2021,2016,379,28.8,16,4.2,2.4,0.8,0.3,0.436,0.47,0.407,0.863,14.6,0.064
166,NBA,1,7,DEN,Jamal Murray,19.125,G,ca,Kentucky,2017,2021,2016,345,30.1,16.3,3.6,3.8,1,0.3,0.446,0.497,0.367,0.878,20.9,0.097
167,NBA,1,8,SAC,Marquese Chriss,18.361,F,us,Washington,2017,2021,2016,258,19.3,8,4.9,1.1,0.7,0.8,0.455,0.531,0.289,0.667,5.7,0.055
168,NBA,1,9,TOR,Jakob Pöltl,20.257,C,at,Utah,2017,2021,2016,340,18.3,6,5.4,1.2,0.5,1.1,0.636,0.636,0.5,0.528,21.5,0.166
169,NBA,1,10,MIL,Thon Maker,19.123,F-C,ss,,2017,2021,2016,263,13.8,4.6,2.8,0.6,0.4,0.7,0.435,0.509,0.327,0.68,6.6,0.088
170,NBA,1,11,ORL,Domantas Sabonis,20.056,F-C,us,Gonzaga,2017,2021,2016,345,27.1,13.4,8.6,3.2,0.7,0.4,0.522,0.55,0.318,0.724,26.2,0.134
171,NBA,1,12,UTA,Taurean Waller-Prince,22.099,F,us,Baylor,2017,2021,2016,301,25.8,11.3,4.2,1.9,0.9,0.5,0.411,0.452,0.37,0.823,6.2,0.038
172,NBA,1,14,CHI,Denzel Valentine,22.225,G,us,Michigan State,2017,2021,2016,227,20,7.5,3.6,2,0.7,0.1,0.395,0.449,0.356,0.783,4.1,0.044
173,NBA,1,15,DEN,Juan Hernangómez,20.274,F,es,,2017,2021,2016,251,16.3,5.7,3.5,0.7,0.4,0.2,0.434,0.531,0.355,0.701,7.4,0.086
174,NBA,1,16,BOS,Guerschon Yabusele,20.194,F,fr,,2018,2019,2016,74,6.6,2.3,1.4,0.4,0.2,0.2,0.442,0.548,0.323,0.682,1.1,0.105
175,NBA,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt,2017,2019,2016,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028
176,NBA,1,18,DET,Henry Ellenson,19.166,F,us,Marquette,2017,2021,2016,83,9.5,4.1,2.5,0.6,0.2,0,0.371,0.4,0.336,0.773,0.4,0.024
177,NBA,1,19,DEN,Malik Beasley,19.214,G,us,Florida State,2017,2021,2016,257,19.6,9.9,2.3,1.2,0.6,0.1,0.446,0.506,0.391,0.816,7.5,0.072
178,NBA,1,20,IND,Caris LeVert,21.308,G-F,us,Michigan,2017,2021,2016,252,26.6,13.8,3.8,3.8,1.1,0.3,0.436,0.488,0.334,0.723,9.3,0.067
179,NBA,1,21,ATL,DeAndre' Bembry,21.36,F,us,Saint Joseph's,2017,2021,2016,233,19.1,6,3.3,1.9,1,0.4,0.459,0.525,0.269,0.61,2,0.021
180,NBA,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse,2017,2019,2016,70,8.9,2.8,1,0.3,0.2,0,0.358,0.415,0.301,0.783,-0.1,-0.009
181,NBA,1,23,BOS,Ante Žižić,19.175,F-C,hr,,2018,2020,2016,113,13.4,6,3.9,0.6,0.2,0.4,0.581,0.581,,0.711,3.5,0.11
182,NBA,1,24,PHI,Timothé Luwawu-Cabarrot,21.051,F,fr,,2017,2021,2016,273,16.7,6.2,2.1,0.9,0.4,0.1,0.39,0.467,0.331,0.827,3.8,0.041
183,NBA,1,26,PHI,Furkan Korkmaz,18.339,G,tr,,2018,2021,2016,185,17.9,8,2.1,1.1,0.6,0.2,0.414,0.47,0.38,0.753,6,0.086
184,NBA,1,27,TOR,Pascal Siakam,22.088,F,cm,New Mexico State,2017,2021,2016,329,27.6,14.1,5.8,2.6,0.9,0.7,0.488,0.545,0.327,0.784,25.2,0.133
185,NBA,1,28,PHO,Skal Labissière,20.102,F,ht,Kentucky,2017,2020,2016,148,17.5,7.2,4.5,1,0.4,0.7,0.492,0.507,0.353,0.748,4.4,0.081
186,NBA,1,29,SAS,Dejounte Murray,19.282,G,us,Washington,2017,2021,2016,244,23.1,10,5.4,3.6,1.3,0.2,0.452,0.472,0.344,0.762,9.3,0.079
187,NBA,1,30,GSW,Damian Jones,20.364,F-C,us,Vanderbilt,2017,2021,2016,135,13.6,4.4,2.9,0.6,0.3,0.6,0.676,0.69,0.2,0.697,5.4,0.142
188,NBA,2,31,BOS,Deyonta Davis,19.208,C-F,us,Michigan State,2017,2019,2016,107,12.1,4.2,3.2,0.4,0.2,0.6,0.599,0.601,0,0.635,3.6,0.131
189,NBA,2,32,LAL,Ivica Zubac,19.102,C,ba,,2017,2021,2016,277,17.5,7.8,6,1,0.3,0.8,0.584,0.588,0,0.764,18.1,0.18
190,NBA,2,33,LAC,Cheick Diallo,19.288,F,ml,Kansas,2017,2020,2016,180,12,5.3,4.2,0.4,0.3,0.4,0.598,0.602,0.286,0.772,6.3,0.14
191,NBA,2,34,PHO,Tyler Ulis,20.175,G,us,Kentucky,2017,2019,2016,133,20.9,7.5,1.7,4,0.9,0.1,0.403,0.439,0.28,0.808,0.5,0.008
192,NBA,2,36,MIL,Malcolm Brogdon,23.2,G,us,Virginia,2017,2021,2016,297,29.8,15.1,4.1,4.7,0.9,0.2,0.466,0.506,0.386,0.887,21.7,0.118
193,NBA,2,38,MIL,Patrick McCaw,20.247,G,us,UNLV,2017,2021,2016,199,16.9,3.8,1.6,1.4,0.7,0.2,0.42,0.508,0.305,0.785,4.4,0.062
194,NBA,2,42,UTA,Isaiah Whitehead,21.113,G,us,Seton Hall,2017,2018,2016,89,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025
195,NBA,2,47,ORL,Jake Layman,22.114,F,us,Maryland,2017,2021,2016,206,13.8,5.3,1.8,0.6,0.4,0.3,0.464,0.586,0.305,0.719,3.6,0.061
196,NBA,2,48,CHI,Paul Zipser,22.131,G-F,de,,2017,2018,2016,98,17,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,0,-0.001
197,NBA,2,50,IND,Georges Niang,23.012,F,us,Iowa State,2017,2021,2016,221,11.5,4.8,1.8,0.6,0.2,0.1,0.433,0.503,0.398,0.862,4.6,0.087
198,NBA,2,54,ATL,Kay Felder,21.092,G,us,Oakland,2017,2018,2016,58,9.1,3.8,1,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041
199,NBA,2,58,BOS,Abdel Nader,22.277,F,eg,Iowa State,2018,2021,2016,188,13,4.7,1.9,0.5,0.4,0.3,0.432,0.491,0.36,0.725,2.8,0.056
200,NBA,2,60,UTA,Tyrone Wallace,22.019,G,us,California,2018,2020,2016,106,15.5,5.2,2.2,1.2,0.5,0.2,0.425,0.463,0.203,0.671,0.2,0.006
201,NBA,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,Kentucky,2016,2021,2015,401,34.4,22.9,11.7,3,0.8,1.4,0.528,0.57,0.396,0.835,55,0.191
202,NBA,1,2,LAL,D'Angelo Russell,19.127,G,us,Ohio State,2016,2021,2015,352,28.9,17.6,3.6,5.3,1.1,0.3,0.421,0.469,0.36,0.773,9.4,0.044
203,NBA,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke,2016,2021,2015,240,19.6,10.5,4.8,0.9,0.3,0.8,0.54,0.544,0.25,0.675,7,0.071
204,NBA,1,4,NYK,Kristaps Porziņģis,19.332,F-C,lv,,2016,2021,2015,283,31.2,18.7,7.8,1.5,0.7,1.9,0.44,0.481,0.358,0.808,21.1,0.115
205,NBA,1,5,ORL,Mario Hezonja,20.125,F-G,hr,,2016,2020,2015,330,18.5,6.9,3.1,1.3,0.7,0.2,0.417,0.484,0.319,0.812,3.2,0.025
206,NBA,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,Kentucky,2016,2021,2015,394,22.7,9.1,6.1,1.5,0.9,0.8,0.544,0.548,0.172,0.612,22.7,0.122
207,NBA,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,,2016,2020,2015,300,23.9,11,2.9,3.8,0.7,0.3,0.401,0.431,0.323,0.744,-0.2,-0.001
208,NBA,1,8,DET,Stanley Johnson,19.031,F,us,Arizona,2016,2021,2015,364,19.5,6.1,3.1,1.4,0.9,0.2,0.375,0.432,0.297,0.761,4.1,0.028
209,NBA,1,9,CHO,Frank Kaminsky,22.087,F-C,us,Wisconsin,2016,2021,2015,360,21.1,9.4,4,1.6,0.4,0.4,0.426,0.48,0.349,0.739,14.1,0.089
210,NBA,1,10,MIA,Justise Winslow,19.095,F,us,Duke,2016,2021,2015,265,27.6,8.8,5.3,2.6,0.9,0.4,0.41,0.444,0.321,0.642,6.9,0.046
211,NBA,1,11,IND,Myles Turner,19.097,C-F,us,Texas,2016,2021,2015,389,28.6,12.7,6.6,1.2,0.7,2.2,0.487,0.531,0.352,0.77,29.8,0.128
212,NBA,1,12,UTA,Trey Lyles,19.237,F,ca,Kentucky,2016,2021,2015,374,17.9,7.3,4.2,1,0.4,0.3,0.435,0.499,0.341,0.705,11,0.079
213,NBA,1,13,PHO,Devin Booker,18.242,G,us,Kentucky,2016,2021,2015,402,33.5,22.9,3.7,4.7,0.8,0.3,0.455,0.502,0.352,0.869,21.8,0.078
214,NBA,1,14,OKC,Cameron Payne,20.326,G,us,Murray State,2016,2021,2015,213,16.6,6.5,2,2.8,0.7,0.2,0.418,0.459,0.36,0.81,5.3,0.072
215,NBA,1,15,ATL,Kelly Oubre,19.203,F,us,Kansas,2016,2021,2015,403,25,11.5,4.4,1,0.9,0.5,0.433,0.506,0.326,0.764,14.2,0.068
216,NBA,1,16,BOS,Terry Rozier,21.105,G,us,Louisville,2016,2021,2015,396,24.4,11.3,3.8,2.9,0.8,0.2,0.41,0.439,0.378,0.817,17.7,0.088
217,NBA,1,17,MIL,Rashad Vaughn,18.317,G,us,UNLV,2016,2018,2015,139,12,3,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017
218,NBA,1,18,HOU,Sam Dekker,21.055,F,us,Wisconsin,2016,2019,2015,200,15.5,5.5,3,0.8,0.5,0.2,0.478,0.57,0.288,0.606,5.4,0.083
219,NBA,1,19,WAS,Jerian Grant,22.264,G,us,Notre Dame,2016,2020,2015,279,17.9,6.1,1.9,2.9,0.7,0.1,0.411,0.464,0.323,0.77,8.3,0.08
220,NBA,1,20,TOR,Delon Wright,23.065,G,us,Utah,2016,2021,2015,326,21,7.7,3.2,3.1,1.1,0.4,0.451,0.498,0.348,0.791,18.5,0.13
221,NBA,1,21,DAL,Justin Anderson,21.223,G,us,Virginia,2016,2020,2015,226,13.1,5.2,2.5,0.7,0.4,0.3,0.413,0.522,0.296,0.774,4.6,0.074
222,NBA,1,22,CHI,Bobby Portis,20.14,F,us,Arkansas,2016,2021,2015,374,20.6,10.4,6.1,1.2,0.5,0.3,0.468,0.499,0.379,0.753,15.3,0.095
223,NBA,1,23,POR,Rondae Hollis-Jefferson,20.178,F,us,Arizona,2016,2021,2015,301,22.4,9.1,5.6,1.9,0.9,0.5,0.448,0.472,0.212,0.737,12.8,0.091
224,NBA,1,24,CLE,Tyus Jones,19.05,G,us,Duke,2016,2021,2015,373,18,5.7,1.6,3.6,1,0.1,0.431,0.477,0.338,0.817,14,0.1
225,NBA,1,25,MEM,Jarell Martin,21.037,F,us,LSU,2016,2019,2015,184,15.9,5.4,3.5,0.6,0.4,0.4,0.434,0.457,0.346,0.766,3.2,0.053
226,NBA,1,27,LAL,Larry Nance,22.18,F-C,us,Wyoming,2016,2021,2015,350,24.2,8.3,6.7,1.9,1.3,0.5,0.529,0.575,0.333,0.687,22.2,0.126
227,NBA,1,28,BOS,R.J. Hunter,21.249,G,us,Georgia State University,2016,2019,2015,45,8.8,3,1,0.4,0.4,0.1,0.371,0.523,0.295,0.818,0.4,0.051
228,NBA,1,29,BRK,Chris McCullough,20.145,F,us,Syracuse,2016,2018,2015,59,9,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.548,0.6,0.054
229,NBA,1,30,GSW,Kevon Looney,19.144,F-C,us,UCLA,2016,2021,2015,277,14.7,4.3,3.9,1.2,0.5,0.5,0.565,0.591,0.175,0.609,13,0.153
230,NBA,2,31,MIN,Cedi Osman,20.083,F,mk,,2018,2021,2015,256,24.9,9.7,3.5,2.1,0.7,0.2,0.42,0.492,0.347,0.73,4.6,0.034
231,NBA,2,32,HOU,Montrezl Harrell,21.155,F-C,us,Louisville,2016,2021,2015,381,21.3,12.9,5.2,1.3,0.6,0.9,0.617,0.627,0.083,0.65,33.1,0.195
232,NBA,2,33,BOS,Jordan Mickey,20.356,F,us,LSU,2016,2018,2015,64,7.5,2.4,2,0.3,0.1,0.4,0.449,0.496,0.118,0.605,0.5,0.05
233,NBA,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford,2016,2018,2015,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016
234,NBA,2,35,PHI,Willy Hernangómez,21.034,C,es,,2017,2021,2015,249,14.8,6.9,5.6,1,0.4,0.4,0.536,0.555,0.306,0.685,10.9,0.142
235,NBA,2,37,PHI,Richaun Holmes,21.258,F-C,us,Bowling Green,2016,2021,2015,325,20.6,9.4,5.6,1.1,0.6,1.1,0.598,0.628,0.252,0.74,22.8,0.164
236,NBA,2,38,DET,Darrun Hilliard,22.078,G,us,Villanova,2016,2018,2015,91,9.4,3.2,0.9,0.8,0.2,0,0.377,0.42,0.304,0.747,0.3,0.016
237,NBA,2,40,MIA,Josh Richardson,21.288,G,us,Tennessee,2016,2021,2015,365,30.8,12.3,3.2,2.9,1.1,0.6,0.426,0.476,0.356,0.83,19.9,0.085
238,NBA,2,41,BRK,Pat Connaughton,22.175,G,us,Notre Dame,2016,2021,2015,344,17,5.2,3.1,1.3,0.4,0.3,0.443,0.563,0.355,0.78,13.5,0.111
239,NBA,2,43,IND,Joe Young,23.003,G,us,Oregon,2016,2018,2015,127,8.5,3.4,1,0.9,0.3,0,0.393,0.438,0.296,0.768,0.4,0.016
240,NBA,2,44,PHO,Andrew Harrison,20.245,G,us,Kentucky,2017,2019,2015,145,20.6,7,2,2.8,0.7,0.3,0.373,0.422,0.294,0.779,3.2,0.051
241,NBA,2,46,MIL,Norman Powell,22.036,G,us,UCLA,2016,2021,2015,369,20.9,10.3,2.5,1.4,0.8,0.2,0.464,0.532,0.375,0.834,16.3,0.101
242,NBA,1,1,CLE,Andrew Wiggins,19.128,F-G,ca,Kansas,2015,2021,2014,518,35.4,19.5,4.4,2.3,1,0.7,0.445,0.476,0.34,0.73,18.1,0.047
243,NBA,1,2,MIL,Jabari Parker,19.108,F,us,Duke,2015,2021,2014,294,28.4,14.6,5.6,2,0.9,0.4,0.494,0.531,0.321,0.74,13.3,0.076
244,NBA,1,3,PHI,Joel Embiid,20.107,C,cm,Kansas,2017,2021,2014,254,30.6,24.9,11.3,3.1,0.8,1.7,0.486,0.527,0.328,0.806,30.9,0.191
245,NBA,1,4,ORL,Aaron Gordon,18.288,F,us,Arizona,2015,2021,2014,447,28.5,12.8,6.4,2.5,0.8,0.6,0.45,0.511,0.322,0.696,23.6,0.089
246,NBA,1,5,UTA,Dante Exum,18.353,G,au,,2015,2021,2014,245,18.6,5.7,1.8,2.1,0.4,0.2,0.407,0.485,0.305,0.764,3.1,0.032
247,NBA,1,6,BOS,Marcus Smart,20.117,G,us,Oklahoma State,2015,2021,2014,445,29.3,10.2,3.6,4.2,1.6,0.4,0.376,0.438,0.32,0.779,24.2,0.089
248,NBA,1,7,LAL,Julius Randle,19.214,F-C,us,Kentucky,2015,2021,2014,438,30.3,17.2,9.2,3.2,0.7,0.4,0.487,0.515,0.342,0.738,27.9,0.101
249,NBA,1,8,SAC,Nik Stauskas,20.267,G,ca,Michigan,2015,2019,2014,335,19.9,6.8,2.1,1.5,0.4,0.2,0.389,0.436,0.353,0.814,3.8,0.028
250,NBA,1,9,CHH,Noah Vonleh,18.311,F,us,Indiana,2015,2021,2014,339,16.8,4.9,5.1,0.8,0.4,0.4,0.459,0.501,0.308,0.691,9.2,0.078
251,NBA,1,10,PHI,Elfrid Payton,20.129,G,us,Louisiana,2015,2021,2014,442,28.8,11,4.3,6.2,1.3,0.3,0.451,0.478,0.291,0.631,16.3,0.061
252,NBA,1,11,DEN,Doug McDermott,22.18,F,us,Creighton,2015,2021,2014,467,20.5,8.9,2.4,0.9,0.2,0.1,0.477,0.532,0.407,0.823,17.4,0.087
253,NBA,1,12,ORL,Dario Šarić,20.084,F-C,hr,,2017,2021,2014,349,25.4,11.8,5.9,2,0.6,0.2,0.442,0.504,0.358,0.84,16.4,0.089
254,NBA,1,13,MIN,Zach LaVine,19.113,G,us,UCLA,2015,2021,2014,406,31.3,19,3.8,3.8,0.9,0.3,0.457,0.497,0.384,0.824,17.2,0.065
255,NBA,1,14,PHO,T.J. Warren,20.299,F,us,NC State,2015,2021,2014,332,28.8,15.5,4.1,1.2,1,0.5,0.507,0.536,0.357,0.78,19.6,0.099
256,NBA,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State,2015,2018,2014,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019
257,NBA,1,16,CHI,Jusuf Nurkić,19.312,C,ba,,2015,2021,2014,347,23.1,11.7,8.1,2.1,0.9,1.3,0.493,0.5,0.192,0.672,18.9,0.113
258,NBA,1,17,BOS,James Young,18.319,G-F,us,Kentucky,2015,2018,2014,95,8.5,2.3,1,0.3,0.3,0.1,0.367,0.534,0.277,0.563,0.8,0.046
259,NBA,1,18,PHO,Tyler Ennis,19.311,G,ca,Syracuse,2015,2018,2014,186,12.6,4.2,1.3,1.9,0.5,0.1,0.419,0.458,0.317,0.768,1.3,0.026
260,NBA,1,19,CHI,Gary Harris,19.29,G,us,Michigan State,2015,2021,2014,399,29,12,2.6,2.1,1.2,0.2,0.45,0.513,0.358,0.804,18.6,0.077
261,NBA,1,20,TOR,Bruno Caboclo,18.283,F-C,br,,2015,2021,2014,105,12.3,4.2,2.6,0.7,0.3,0.6,0.403,0.498,0.308,0.836,1.5,0.054
262,NBA,1,21,OKC,Mitch McGary,22.025,F-C,us,Michigan,2015,2016,2014,52,10.7,4.4,3.5,0.3,0.3,0.3,0.527,0.544,0,0.58,1.3,0.108
263,NBA,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke,2015,2021,2014,393,26.1,11.4,2.7,1.8,0.7,0.2,0.422,0.463,0.368,0.839,16.7,0.078
264,NBA,1,24,CHH,Shabazz Napier,22.353,G,us,UConn,2015,2020,2014,345,17.4,7.1,1.9,2.5,0.8,0.1,0.397,0.448,0.345,0.815,8.1,0.065
265,NBA,1,25,HOU,Clint Capela,20.044,C,ch,,2015,2021,2014,391,26.6,12.7,10.4,0.9,0.7,1.6,0.626,0.626,0,0.533,43.8,0.202
266,NBA,1,26,MIA,P.J. Hairston,21.189,G-F,us,UNC,2015,2016,2014,111,18,6,2.4,0.5,0.5,0.2,0.343,0.414,0.295,0.81,0.9,0.021
267,NBA,1,27,PHO,Bogdan Bogdanović,21.317,G,rs,,2018,2021,2014,247,28.3,13.8,3.3,3.5,1,0.2,0.437,0.491,0.382,0.813,11.3,0.078
268,NBA,1,28,LAC,C.J. Wilcox,23.184,G,us,Washington,2015,2017,2014,66,5.7,2,0.5,0.5,0.2,0.1,0.37,0.397,0.333,0.813,0.1,0.007
269,NBA,1,29,OKC,Josh Huestis,22.195,F,us,Stanford,2016,2018,2014,76,14.1,2.5,2.4,0.3,0.2,0.6,0.346,0.4,0.312,0.24,0.7,0.03
270,NBA,1,30,SAS,Kyle Anderson,20.284,F-G,us,UCLA,2015,2021,2014,428,20.7,6.4,4.2,2.2,1,0.6,0.482,0.525,0.329,0.721,22.7,0.123
271,NBA,2,32,PHI,K.J. McDaniels,21.142,G-F,us,Clemson,2015,2017,2014,148,14.1,5.3,2.2,0.6,0.5,0.6,0.412,0.479,0.29,0.776,1.3,0.03
272,NBA,2,33,CLE,Joe Harris,22.299,G,us,Virginia,2015,2021,2014,396,25.4,11.1,3.2,1.7,0.5,0.2,0.485,0.547,0.438,0.778,20,0.095
273,NBA,2,34,NYK,Cleanthony Early,23.076,F,us,Wichita State,2015,2016,2014,56,14.3,4.3,2.2,0.8,0.5,0.3,0.346,0.4,0.263,0.75,-0.6,-0.039
274,NBA,2,36,MIL,Johnny O'Bryant,21.03,F-C,us,LSU,2015,2018,2014,147,11.5,3.5,2.4,0.5,0.2,0.1,0.402,0.406,0.36,0.663,0.2,0.006
275,NBA,2,38,DET,Spencer Dinwiddie,21.086,G,us,Colorado,2015,2021,2014,320,25.7,12.9,2.8,5,0.7,0.3,0.41,0.479,0.318,0.794,18.4,0.107
276,NBA,2,39,PHI,Jerami Grant,20.111,F,us,Syracuse,2015,2021,2014,507,25.5,10.7,3.9,1.3,0.6,1.1,0.456,0.512,0.348,0.705,25.9,0.096
277,NBA,2,40,MIN,Glenn Robinson,20.174,G-F,us,Michigan,2015,2021,2014,304,17.4,5.9,2.6,0.8,0.5,0.2,0.457,0.501,0.373,0.779,7.8,0.071
278,NBA,2,41,DEN,Nikola Jokić,19.132,C-F,rs,,2016,2021,2014,445,29.9,18.3,9.8,5.9,1.2,0.7,0.533,0.582,0.35,0.832,62.8,0.227
279,NBA,2,44,MIN,Markel Brown,22.154,G,us,Oklahoma State,2015,2018,2014,113,15.9,5.2,2.1,1.2,0.6,0.2,0.38,0.427,0.295,0.781,1.1,0.029
280,NBA,2,45,CHH,Dwight Powell,22.347,F-C,ca,Stanford,2015,2021,2014,421,18.3,7.5,4.5,1,0.7,0.5,0.565,0.626,0.29,0.742,28.7,0.178
281,NBA,2,46,WAS,Jordan Clarkson,22.024,G,us,Missouri,2015,2021,2014,513,26.9,15.1,3.2,2.5,0.9,0.1,0.442,0.501,0.342,0.828,17.1,0.059
282,NBA,2,48,MIL,Lamar Patterson,22.324,G-F,us,Pitt,2016,2017,2014,40,10.9,2.3,1.4,1.1,0.3,0.1,0.326,0.45,0.236,0.72,0.1,0.006
283,NBA,2,51,NYK,Thanasis Antetokounmpo,21.348,F,gr,,2016,2021,2014,73,8.8,3,2,0.8,0.4,0.2,0.516,0.604,0.184,0.448,1,0.071
284,NBA,2,55,MIA,Semaj Christon,21.242,G,us,Xavier,2017,2017,2014,64,15.2,2.9,1.4,2,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006
285,NBA,2,56,DEN,Devyn Marble,21.283,G-F,us,Iowa,2015,2016,2014,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028
286,NBA,2,58,SAS,Jordan McRae,23.096,G,us,Tennessee,2016,2020,2014,123,13.8,6.9,1.8,1.4,0.4,0.2,0.417,0.447,0.355,0.772,1.7,0.048
287,NBA,2,60,SAS,Cory Jefferson,23.188,F,us,Baylor,2015,2016,2014,58,10,3.5,2.8,0.3,0.2,0.4,0.444,0.474,0.125,0.583,0.9,0.071
288,NBA,1,1,CLE,Anthony Bennett,20.11,F,ca,UNLV,2014,2017,2013,151,12.6,4.4,3.1,0.5,0.4,0.2,0.392,0.427,0.261,0.67,0.5,0.013
289,NBA,1,2,ORL,Victor Oladipo,21.059,G,us,Indiana,2014,2021,2013,454,33,17.5,4.6,4,1.6,0.5,0.438,0.48,0.347,0.791,24.7,0.079
290,NBA,1,3,WAS,Otto Porter,20.029,F,us,Georgetown,2014,2021,2013,441,26.5,10.9,5,1.5,1.1,0.4,0.479,0.525,0.402,0.793,31.1,0.128
291,NBA,1,4,CHA,Cody Zeller,20.27,C-F,us,Indiana,2014,2021,2013,459,22.7,8.6,6,1.4,0.7,0.7,0.516,0.531,0.23,0.731,30.4,0.14
